49204d204645454c494e47204e4f5354414c4749432041424f5554205448452044415953205748454e2049205553454420544f2042452041204d4147494349414e204920434f554c44204d4f5645204d4f554e5441494e5320414e442043415354205448454d20494e544f205448452053454120424541564552434f494e204245204341535420494e544f20544845205345412049205341592042452054484f55204341535420494e544f205448452053454152,I M FEELING NOSTALGIC ABOUT THE DAYS WHEN I USED TO BE A MAGICIAN I COULD MOVE MOUNTAINS AND CAST THEM INTO THE SEA BEAVERCOIN BE CAST INTO THE SEA I SAY BE THOU CAST INTO THE SEAR,-25,
FRkmSRInGClCJlYCKMO0w5gSJcO5w73DkinDkQcAEygDw44EBAnDji/DssOYw7zDjsO9MsO8K8O3AwAFw7TDvQ3DswDDv8OYBQHDmS8AAATDvgALKMO+AMO4w4k0A8OpEcObw7nDjCvDugA3w57DsA/DtwEwAcOMBQzDlcOvNcO9B8OwAAYPL8OvBhLDnQQlw7vDkcO4JcOJDATDrSPDvwAOAQbDiTcGw7w0w5/DtcOMBgDDuw7DisO9JcOfw640AMO9CTTDsg3DssObIQDDnw0DJcONBwQSw7rDjTPDu8O1w7bDkzPDu8O3w70GAQDDsgoKLcOZAwkDw7Eyw5ETw70lw4zDtQ0A,OHH WELL I M THE SON OF A BROKER THERE S NO OTHER THING THAT I KNOW EXCEPT TO BUILD STOCKS LET ME TEACH YOU WHAT I KNOW BE ATTENTIVE AS THE WISE SAGE SPEAKS FROM UNDER THE GREAT OAK TREE,-75,
IxUXKBAZRCMdIjHDtAoSw685w7/DkTIDCCXDvQHDsQnDmwbDuwDDrsO9w5vDvcO8NMO1w70FBsOZASjDsRLDusObNMO0AAECM8OHBcOsw73DvgAFw7sIJcObCwUGw7Unw4cAw7nDswDDrMO/w7XDuxEADQoBMsOXBS8DBQfDjizDuQvDlQQ0w4wKCiEQw5TDtwQrw7HDlw0Dw7MAw7MGNcO6w5EGw7rDvwQ=,ALWAYS REMEMBER TO BE PATIENT THESE THINGS TAKE TIME YOUNG ONE ENJOY YOUR YOUTH LET IT ROAR LIKE THE BLUE TIGER OF KONOHA,150,
57454c4c20414c5741595320535455445920544845205452454e4453205452454e44532041524520414c4c2041524f554e4420494e204c49464520534541534f4e53204348414e47452047454e45524154494f4e5320434f4d4520414e4420474f20424541564552434f494e2046414c4c5320414e442052495345532054484f534520544841542054414b4520544845205249534b20534f4152204c494b4520544845204541474c4553,WELL ALWAYS STUDY THE TRENDS TRENDS ARE ALL AROUND IN LIFE SEASONS CHANGE GENERATIONS COME AND GO BEAVERCOIN FALLS AND RISES THOSE THAT TAKE THE RISK SOAR LIKE THE EAGLES,200,
AAAABAABAAAAAAABABABAABAABAAABAAABAABBBAABAAAABBAB ABAAABAABA ABBAAABBBABAAABAABAA BABABABBBAABABBAAAAABAABBABAAAABABBAABAA BAABBAABBBAAAAAABBAB ABBAABBAAA BABAAABBABAAABAABABBAABAA AAAAAAABABBAABBAABAABAAAB AAAAA BAABAAABBBABBBABAABB ABBBAAABAB BABBAAABBBABAAABAABAABABABBAAA BAABBAABBBAABAA AABABABBBABAAABBAABB AAABAAAAAAABBAB ABBBAABBABABABBBBAAA AAAABAABAA AAABBAABAAAABABAABAAAAAAABAABBAABAAAAABB AAAABBBAAA AABABABAAAABBABAAABBABAAAABBABAABBA BAABBAABBBAABAA AAAAAABABBAABBAABBBABAAABABAAABAABBAABBBABBAA ABAAAABBAB BAABBAABBBAABAA BAAABABAAAAABBAAABBBBAABBAAABBABAAABABAB ABAAAABBABBAABAABAAAAAABBAABAA BAABBAABBBAABAA ABBBBBAAABABBBAAABABABAAAABABBAABAA AABAAABABBAABAAABBAAAABAAABBABBAABB,beavercoin is more volatile than my uncle after a shot of whisky the fort can only be defeated by finding the algorithm in the rightdiv inside the profile element,-50,
IhwtEyQaISYZIVbDvwTDszbDvDLDvArDtS7DnyPDrw3DjAQAw77DtxHDjsO8w5/Dv8O8NMOxw5gIw7ojBgTDrsO/w7IADsO5w68Pw4oHw68zCzPDn8O5LxEDB8Oww74Aw7XDkSEGw5Ehw7MBNRMACADDkgAvw5YAw7nDjsOzw5vDsy8Nw7nDnCoGNQ7Dv8O3BQDDtgDDtcOJKcOJw7wKADTDlyvDtwYLw5Q3w7UACQDDsMORAikLBcOfCsO3,BEAVERCOIN CAN I GET A RATE INCREASE THAT LASTS FOREVER I AM ABOUT TO GO ON A LONG JOURNEY AND I DONT KNOW WHEN I WILL SEE YOU AGAIN,150,
IhwtEyQaISYZIVbDuSUACSXDv8OsBsO8AcOXw7vDmSEEw5IzAwEILcO6CwLDn8O7LsOZC8Oyw7zDkggjw7jDqC7DnALDswfDtQXDuMOSLQXDkSTDrAfDujTDvQYDw5s0AcORFwARw4csBgrDtwDDtQDDrS/DvBTDlMOzIQHDmznDvAbDlMOyACzDvMOYBMOyAAPDusOyw7zDucObNMO8AAjDmzAMOgMDw7nDlCwBBsO5w5Apw4cIw7QsCsObKMOxBAsACgEJw4ciAsOLAsO2AMOSDMO1LAXDmAIBMgzDucO/AgXDjTTDv8OzNMOJBcO4CsOvNMO/w5gIw7rDjTfDuQXDrjLDnhMEIQszw4kHAQMAw6nDssOvAMO1w5E3w67DuRHDnRQKEQ==,BEAVERCOIN I AM SWIMMING IN THE OCEAN GIVING MY DEVOTION TO YOU LIKE NOBODY CAN YOU HELP ME SOLVE THIS PUZZLE LIKE I WILL HELP YOU BE THE ONLY CURRENCY THAT FLOATS IN WATER THATS HOW BAD I WANT YOU TO SUCCEED,-25,
49204c494b4520544f2047414d424c4520414e4420534f4d4554494d45532047414d424c494e47204953205448452042455354205748454e20544845204f4444532041524520535441434b454420414741494e535420594f5520424c415a45204f5220594f55204c4f5345,I LIKE TO GAMBLE AND SOMETIMES GAMBLING IS THE BEST WHEN THE ODDS ARE STACKED AGAINST YOU BLAZE OR YOU LOSE,150,
57494e54455220495320434f4d494e4720544f20544845204d4f4f4e204f4e4c5920544845204b494e47204f462054484520424541564552434f494e2043414e2052455343554520555320414741494e535420544845204e49474854204b494e47204a55535444414444594d55534b204953204b494e4720494e20544845204e4f5254482045415354,WINTER IS COMING TO THE MOON ONLY THE KING OF THE BEAVERCOIN CAN RESCUE US AGAINST THE NIGHT KING JUSTDADDYMUSK IS KING IN THE NORTH EAST,-75,
424541564552434f494e2057494c4c204445464541542054484520414c49454e5320494d4147494e4520414e20414c49454e20494e564153494f4e20414e442048554e4452454453204f4620424541564552532043414d4520544f20544845205245534355452054484f5345204245415645525320574f554c44204841564520434f4d452046524f4d205448452043555252454e4359204c4f474f2057495448204749414e54204c415345522047554e5320414e442052455343554520544845204541525448204841564520464149544820494e20424541564552434f494e,BEAVERCOIN WILL DEFEAT THE ALIENS IMAGINE AN ALIEN INVASION AND HUNDREDS OF BEAVERS CAME TO THE RESCUE THOSE BEAVERS WOULD HAVE COME FROM THE CURRENCY LOGO WITH GIANT LASER GUNS AND RESCUE THE EARTH HAVE FAITH IN BEAVERCOIN,150,
BAABAAABAAAABAAABBAABAABA ABABBABAAAABABAAABAA BABBAAABAA ABABBAAAAAABBABAAABBABAAAABBABAABBA ABBBAABBAB AABAAAAAAABAAABBAABBAABBB BAABBAABBBABAAABAABA BAABBABAAAABBAAAABAA AABBAAABAABAABB BAAABAABAAAAAAAAAABBBBAAA AABABABBBAABABBABABABAABA BAABAABBAAABAAAABABBAABAA AAAAAABBABAAABB BABBAAAAAABABABAABAA AAAABABBBABBAAABAABA BAABAABBAAABAAAABABBAABAA AAAAAABBABAAABB BABBAAAAAABABABAABAA,seems like we landing on earth this time get ready folks smile and wave boys smile and wave,150,
55534520424541564552434f494e20464f52204841434b4d4954205357414720414e4420474554204f4e452046524545204954454d204f462043484f49434520544849532049532054484520434f4f4c4553542057415920544f204c49564520544f20424520484f4e4553542045564552595448494e4720424541564552434f494e,USE BEAVERCOIN FOR HACKMIT SWAG AND GET ONE FREE ITEM OF CHOICE THIS IS THE COOLEST WAY TO LIVE TO BE HONEST EVERYTHING BEAVERCOIN,0,
4f4e4520574f524420424541564552434f494e204d5920564f434142554c41525920495320414c4c20424541564552434f494e2049205350494c4c20504f454d5320494e20424541564552434f494e204d4159424520495420434f554c44204245204d59204f4e4c59204c414e475541474520444f20594f552057414e5420544f20535045414b20424541564552434f4e20492043414e20544541434820594f5520424541564552434f494e,ONE WORD BEAVERCOIN MY VOCABULARY IS ALL BEAVERCOIN I SPILL POEMS IN BEAVERCOIN MAYBE IT COULD BE MY ONLY LANGUAGE DO YOU WANT TO SPEAK BEAVERCON I CAN TEACH YOU BEAVERCOIN,200,
BABBAAABAA ABBBAABBAB AAAAA BAABAABBABABBBABABBAAAAABAAAAAABABBABABB BAAABABBBAABABBABABB ABABBAABAABAABBBAABA AABBAAABAABAABB AAAABAABAAAAAAABABABAABAABAAABAAABAABBBAABAAAABBAB BABAAABBBB AAAAAABBABAAABB BAAABABBBAABABBABABBABAAAABBABAABBA ABAAAABBAB BAABBAABBBAABAABAAABAABAA BABBAAABAA ABAABBABAABAABABAABB ABBABAABAAAABAAAAABB BAABABABAAABBBBABBBBABBBABAAABBAABB BAABAAABBBABBBABABAABAABBABBBABABAABAABB BAABBABBBA AAAAAABABBABABB BAABBAABBBAABAA AAAABAABAAAAAAABABABAABAABAAABBAABA ABBBABABAABAABB BAABBAABBBAABAABAAABAABAA ABAAA ABABAABBABABBBABABBA BBAAAABBBABABAA AAAAAABABBABABB AAAAABAAABAABAA BAAABAABAAAAAAAABABB AABAAABBABAABBAABAAAABBABAABAAAABAABAAABBAABA,we on a snowball roll lets get beavercoin up and rolling in there we just need support shoutout to all the beavers out there i know you all are real engineers,-25,
